40.5051795000,-8.4623558000
40.5052254000,-8.4622614000
40.5052841000,-8.4621852000
40.5053360000,-8.4621743000
40.5054374000,-8.4622266000
40.5056212000,-8.4624053000
40.5058666000,-8.4624178000
40.5059117000,-8.4623731000
40.5059637000,-8.4621998000
40.5059225000,-8.4614259000
40.5059305000,-8.4610116000
40.5059701000,-8.4608620000
40.5060304000,-8.4608037000
40.5065378000,-8.4607206000
40.5067612000,-8.4607217000
40.5073688000,-8.4609230000
40.5074823000,-8.4608783000
40.5075694000,-8.4607437000
40.5075765000,-8.4606041000
40.5075147000,-8.4600091000
40.5075320000,-8.4598381000
40.5076498000,-8.4594737000
40.5077536000,-8.4592850000
40.5079640000,-8.4592093000
40.5080689000,-8.4592618000
40.5082654000,-8.4594611000
40.5086078000,-8.4598681000
40.5089296000,-8.4604269000
40.5090422000,-8.4604775000
40.5092470000,-8.4604877000
40.5100202000,-8.4604054000
40.5101644000,-8.4605958000
40.5102596000,-8.4610239000
40.5103411000,-8.4611140000
40.5111815000,-8.4608671000
40.5112560000,-8.4608865000
40.5113658000,-8.4609929000
40.5116773000,-8.4615741000
40.5117241000,-8.4619215000
40.5116270000,-8.4627270000
40.5117054000,-8.4628665000
40.5118880000,-8.4629765000
40.5124223000,-8.4630995000
40.5126301000,-8.4632414000
40.5126743000,-8.4633617000
40.5125971000,-8.4635771000
40.5123578000,-8.4638178000
40.5123038000,-8.4639006000
40.5122867000,-8.4639946000
40.5123555000,-8.4641094000
40.5124526000,-8.4641824000
40.5126483000,-8.4642542000
40.5136998000,-8.4643302000
40.5139111000,-8.4644572000
40.5141198000,-8.4644633000
40.5150706000,-8.4641045000
40.5152477000,-8.4640864000
40.5158143000,-8.4642335000
40.5164584000,-8.4639174000
40.5170058000,-8.4637110000
40.5172281000,-8.4635445000
40.5177726000,-8.4627576000
40.5179122000,-8.4626639000
40.5183740000,-8.4625667000
40.5186875000,-8.4623904000
40.5188873000,-8.4623665000
40.5192204000,-8.4625170000
40.5195203000,-8.4627104000
40.5196567000,-8.4628633000
40.5196851000,-8.4629878000
40.5196662000,-8.4632927000
40.5197068000,-8.4634561000
40.5198080000,-8.4635769000
40.5200573000,-8.4636806000
40.5205763000,-8.4636351000
40.5207439000,-8.4636073000
40.5208848000,-8.4636390000
40.5213310000,-8.4640378000
40.5215513000,-8.4641669000
40.5219726000,-8.4641490000
40.5221629000,-8.4642354000
40.5231858000,-8.4649177000
40.5232448000,-8.4650399000
40.5233137000,-8.4654772000
40.5233769000,-8.4655906000
40.5238477000,-8.4659805000
40.5243295000,-8.4668453000
40.5245599000,-8.4671739000
40.5248194000,-8.4674660000
40.5251524000,-8.4680933000
40.5255156000,-8.4685326000
40.5259488000,-8.4693380000
40.5262565000,-8.4696834000
40.5263386000,-8.4698317000
40.5265403000,-8.4704073000
40.5266819000,-8.4706605000
40.5271408000,-8.4711852000
40.5273789000,-8.4717497000
40.5275063000,-8.4718712000
40.5276282000,-8.4719492000
40.5277156000,-8.4720811000
40.5277650000,-8.4722164000
40.5277960000,-8.4724155000
40.5277669000,-8.4729977000
40.5277984000,-8.4732349000
40.5279209000,-8.4735542000
40.5279749000,-8.4737614000
40.5279912000,-8.4739507000
40.5279546000,-8.4746432000
40.5280482000,-8.4755299000
40.5280212000,-8.4758099000
40.5279451000,-8.4760557000
40.5278537000,-8.4761829000
40.5277131000,-8.4765476000
40.5276562000,-8.4772194000
40.5275049000,-8.4777394000
40.5274829000,-8.4779737000
40.5274790000,-8.4780158000
40.5276854000,-8.4788270000
40.5277034000,-8.4790261000
40.5275901000,-8.4795337000
40.5275664000,-8.4797505000
40.5275889000,-8.4799156000
40.5279797000,-8.4803714000
40.5281193000,-8.4806116000
40.5284741000,-8.4813912000
40.5284728000,-8.4819147000
40.5284811000,-8.4822450000
40.5285511000,-8.4824237000
40.5289134000,-8.4828524000
40.5290231000,-8.4830397000
40.5292807000,-8.4837255000
40.5295977000,-8.4841864000
40.5299232000,-8.4848340000
40.5306976000,-8.4861522000
40.5309117000,-8.4864347000
40.5316365000,-8.4871799000
40.5320407000,-8.4877111000
40.5323355000,-8.4879495000
40.5329871000,-8.4886288000
40.5343458000,-8.4899602000
40.5345548000,-8.4902944000
40.5350623000,-8.4914184000
40.5357820000,-8.4926890000
40.5378312000,-8.4957013000
40.5381129000,-8.4961175000
40.5384129000,-8.4967410000
40.5392582000,-8.4976398000
40.5397664000,-8.4983567000
40.5404789000,-8.4989123000
40.5416726000,-8.5001675000
40.5432859000,-8.5014891000
40.5434344000,-8.5015783000
40.5435658000,-8.5015771000
40.5439029000,-8.5014371000
40.5444315000,-8.5011173000
40.5448098000,-8.5010311000
40.5450257000,-8.5009155000
40.5452361000,-8.5008585000
40.5461463000,-8.5008134000
40.5463594000,-8.5007089000
40.5464628000,-8.5005847000
40.5472268000,-8.4991805000
40.5475279000,-8.4989128000
40.5479866000,-8.4986485000
40.5481989000,-8.4984217000
40.5484816000,-8.4980134000
40.5489267000,-8.4971531000
40.5497015000,-8.4959006000
40.5501533000,-8.4955860000
40.5538317000,-8.4954619000
40.5540197000,-8.4955115000
40.5544994000,-8.4959209000
40.5556710000,-8.4971401000
40.5558896000,-8.4974322000
40.5560198000,-8.4977139000
40.5562823000,-8.4987140000
40.5564597000,-8.4991913000
40.5568067000,-8.4998165000
40.5570549000,-8.5003370000
40.5572412000,-8.5011456000
40.5574674000,-8.5016765000
40.5576985000,-8.5020442000
40.5583118000,-8.5033131000
40.5584769000,-8.5035842000
40.5586880000,-8.5038326000
40.5594635000,-8.5040928000
40.5592194000,-8.5064198000
40.5589118000,-8.5093458000
40.5588400000,-8.5101260000
40.5581820000,-8.5103260000
40.5575374000,-8.5109917000
40.5571770000,-8.5116478000
40.5570666000,-8.5119325000
40.5569073000,-8.5121872000
40.5551444000,-8.5143686000
40.5550695000,-8.5146709000
40.5546472000,-8.5155467000
40.5543015000,-8.5160239000
40.5540114000,-8.5165227000
40.5537439000,-8.5167897000
40.5535009000,-8.5173402000
40.5533649000,-8.5176099000
40.5531693000,-8.5178860000
40.5530812000,-8.5181368000
40.5529411000,-8.5183936000
40.5525237000,-8.5187353000
40.5523920000,-8.5189804000
40.5520372000,-8.5204774000
40.5518139000,-8.5210190000
40.5516966000,-8.5211799000
40.5514969000,-8.5212265000
40.5514170000,-8.5212851000
40.5512989000,-8.5215274000
40.5512120000,-8.5218262000
40.5512133000,-8.5231187000
40.5511827000,-8.5234520000
40.5511367000,-8.5235524000
40.5506297000,-8.5241915000
40.5503802000,-8.5243934000
40.5502126000,-8.5247349000
40.5501377000,-8.5252243000
40.5502579000,-8.5253771000
40.5504842000,-8.5258342000
40.5506438000,-8.5260555000
40.5510500000,-8.5263698000
40.5512180000,-8.5266003000
40.5515300000,-8.5271175000
40.5521497000,-8.5284428000
40.5531375000,-8.5299763000
40.5533295000,-8.5301901000
40.5537593000,-8.5305007000
40.5541789000,-8.5309880000
40.5544196000,-8.5315986000
40.5553380000,-8.5343952000
40.5558180000,-8.5369757000
40.5561585000,-8.5392210000
40.5561612000,-8.5393300000
40.5560020000,-8.5397073000
40.5558370000,-8.5402298000
40.5557717000,-8.5405497000
40.5557427000,-8.5409582000
40.5558455000,-8.5416413000
40.5562690000,-8.5436309000
40.5562976000,-8.5439476000
40.5563089000,-8.5445619000
40.5562429000,-8.5448685000
40.5560787000,-8.5453541000
40.5561431000,-8.5458514000
40.5562529000,-8.5462987000
40.5565977000,-8.5467548000
40.5570307000,-8.5468777000
40.5573930000,-8.5471549000
40.5576048000,-8.5478656000
40.5575977000,-8.5499166000
40.5578017000,-8.5511522000
40.5581819000,-8.5524045000
40.5584572000,-8.5533112000
40.5597497000,-8.5557351000
40.5601372000,-8.5562149000
40.5607093000,-8.5568255000
40.5625555000,-8.5581520000
40.5625561000,-8.5585180000
40.5626006000,-8.5588277000
40.5630215000,-8.5603820000
40.5634487000,-8.5614740000
40.5637141000,-8.5623124000
40.5639364000,-8.5632330000
40.5639389000,-8.5642093000
40.5639106000,-8.5645383000
40.5637993000,-8.5651798000
40.5637945000,-8.5654907000
40.5637335000,-8.5657826000
40.5635800000,-8.5660411000
40.5631048000,-8.5663896000
40.5628770000,-8.5664912000
40.5623930000,-8.5666356000
40.5617555000,-8.5666686000
40.5615239000,-8.5667409000
40.5604165000,-8.5674281000
40.5599940000,-8.5678340000
40.5592454000,-8.5681312000
40.5588877000,-8.5681359000
40.5581810000,-8.5679482000
40.5573135000,-8.5680055000
40.5570416000,-8.5680841000
40.5566982000,-8.5681049000
40.5566026000,-8.5681662000
40.5563967000,-8.5684250000
40.5560506000,-8.5684560000
40.5558096000,-8.5685571000
40.5553957000,-8.5688203000
40.5550046000,-8.5688357000
40.5542824000,-8.5687649000
40.5541920000,-8.5687911000
40.5539727000,-8.5689586000
40.5538876000,-8.5691401000
40.5538639000,-8.5694502000
40.5538898000,-8.5700951000
40.5538813000,-8.5701327000
40.5536562000,-8.5701355000
40.5533256000,-8.5699625000
40.5529344000,-8.5699620000
40.5524712000,-8.5701300000
40.5520486000,-8.5703878000
40.5514455000,-8.5706444000
40.5512044000,-8.5707065000
40.5509638000,-8.5707056000
40.5507231000,-8.5706554000
40.5502810000,-8.5704891000
40.5498613000,-8.5702309000
40.5497413000,-8.5702016000
40.5495004000,-8.5701994000
40.5490186000,-8.5702841000
40.5487776000,-8.5703796000
40.5483790000,-8.5707063000
40.5479145000,-8.5709747000
40.5474562000,-8.5713098000
40.5471442000,-8.5713395000
40.5466962000,-8.5715223000
40.5461718000,-8.5721672000
40.5459710000,-8.5723435000
40.5457300000,-8.5724518000
40.5456098000,-8.5724599000
40.5452488000,-8.5723637000
40.5447675000,-8.5722967000
40.5443632000,-8.5719956000
40.5441227000,-8.5718901000
40.5424373000,-8.5719036000
40.5419555000,-8.5719831000
40.5415049000,-8.5721819000
40.5411795000,-8.5726978000
40.5408418000,-8.5731462000
40.5405787000,-8.5736502000
40.5402482000,-8.5741432000
40.5400358000,-8.5743281000
40.5393408000,-8.5746710000
40.5390959000,-8.5748459000
40.5385540000,-8.5749617000
40.5380901000,-8.5752158000
40.5369397000,-8.5762567000
40.5361285000,-8.5768940000
40.5359425000,-8.5770975000
40.5357819000,-8.5774464000
40.5357686000,-8.5789786000
40.5356954000,-8.5792773000
40.5356896000,-8.5794626000
40.5357748000,-8.5797065000
40.5361047000,-8.5802770000
40.5361829000,-8.5807022000
40.5361667000,-8.5812545000
40.5359515000,-8.5817469000
40.5355140000,-8.5818617000
40.5349048000,-8.5818553000
40.5342110000,-8.5816722000
40.5340852000,-8.5817869000
40.5340834000,-8.5819374000
40.5338088000,-8.5827131000
40.5337933000,-8.5830177000
40.5337888000,-8.5833413000
40.5338260000,-8.5835589000
40.5340049000,-8.5841665000
40.5340427000,-8.5844923000
40.5340314000,-8.5850866000
40.5339804000,-8.5853819000
40.5337239000,-8.5859146000
40.5331439000,-8.5868549000
40.5328635000,-8.5877247000
40.5327429000,-8.5881975000
40.5326614000,-8.5892452000
40.5325727000,-8.5893869000
40.5321435000,-8.5896577000
40.5316415000,-8.5903352000
40.5310917000,-8.5909000000
40.5306708000,-8.5911437000
40.5303540000,-8.5914172000
40.5297144000,-8.5923046000
40.5294558000,-8.5927929000
40.5292126000,-8.5936632000
40.5291739000,-8.5945306000
40.5291067000,-8.5948252000
40.5284837000,-8.5964272000
40.5303781000,-8.5988691000
40.5306510000,-8.6001128000
40.5309629000,-8.6000574000
40.5311516000,-8.6015979000
40.5315060000,-8.6015856000
40.5319447000,-8.6016582000
40.5326755000,-8.6015150000
40.5330075000,-8.6013826000
40.5331847000,-8.6012707000
40.5333550000,-8.6011132000
40.5334600000,-8.6009392000
40.5334884000,-8.6009756000
40.5335008000,-8.6009945000
40.5338459000,-8.6015211000
40.5346124000,-8.6028445000
40.5347800000,-8.6027916000
40.5363031000,-8.6031500000
40.5393384000,-8.6037296000
40.5396813000,-8.6037669000
40.5401202000,-8.6037601000
40.5405892000,-8.6036521000
40.5410567000,-8.6036403000
40.5417557000,-8.6038012000
40.5422984000,-8.6042352000
40.5428618000,-8.6047909000
40.5430601000,-8.6049343000
40.5446833000,-8.6055278000
40.5453993000,-8.6058678000
40.5455095000,-8.6058728000
40.5458691000,-8.6061666000
40.5462380000,-8.6065322000
40.5468834000,-8.6069626000
40.5470667000,-8.6071496000
40.5473961000,-8.6075972000
40.5475873000,-8.6077625000
40.5478478000,-8.6079724000
40.5484104000,-8.6082643000
40.5487173000,-8.6090081000
40.5490379000,-8.6090084000
40.5487648000,-8.6094394000
40.5486677000,-8.6099991000
40.5486248000,-8.6106209000
40.5485172000,-8.6112121000
40.5483938000,-8.6115070000
40.5482406000,-8.6117400000
40.5480382000,-8.6118832000
40.5476810000,-8.6118957000
40.5473290000,-8.6120927000
40.5472357000,-8.6121923000
40.5470137000,-8.6126219000
40.5463211000,-8.6135014000
40.5460873000,-8.6136447000
40.5455224000,-8.6136027000
40.5445429000,-8.6143171000
40.5443563000,-8.6145121000
40.5437558000,-8.6154065000
40.5435792000,-8.6155170000
40.5433930000,-8.6157047000
40.5431235000,-8.6162650000
40.5429403000,-8.6164651000
40.5427368000,-8.6166095000
40.5422605000,-8.6168424000
40.5417376000,-8.6171810000
40.5413759000,-8.6175650000
40.5406170000,-8.6184264000
40.5400078000,-8.6194649000
40.5397898000,-8.6195867000
40.5395392000,-8.6196235000
40.5389955000,-8.6195612000
40.5387498000,-8.6196670000
40.5384856000,-8.6200307000
40.5382186000,-8.6205406000
40.5381270000,-8.6208386000
40.5380861000,-8.6214645000
40.5379794000,-8.6217456000
40.5378298000,-8.6219741000
40.5372329000,-8.6225819000
40.5370156000,-8.6227335000
40.5366397000,-8.6229099000
40.5358912000,-8.6237298000
